"id","serial","formula","created_at","mix_mass","film_code","machine_id","effective_width","effective_length","operator","chemist","tenant_id"
20949,"CE1228-04","HA","2012-12-29",191.22,"OC200",5,1230.00,3770.00,40,41,2
20950,"CE1229-01","HA","2013-01-03",184.82,"oc200",5,1150.00,3100.00,38,41,2
20951,"CE1229-02","HA","2013-01-03",184.95,"oc200",5,1200.00,1850.00,38,41,2
20952,"CE1229-03","J","2013-01-03",134.84,"oc100",5,1230.00,2500.00,38,41,2
20953,"CE1229-04","J","2013-01-03",134.47,"oc100",5,960.00,3030.00,38,41,2
20954,"CF0102-01","J","2013-01-03",114.77,"oc100",5,1450.00,1470.00,38,41,2
20955,"CF0102-02","J","2013-01-03",114.75,"oc100",5,1470.00,2120.00,38,41,2
20956,"CF0102-03","J","2013-01-03",114.83,"oc100",5,1200.00,2000.00,38,41,2
20957,"CF0103-01","J","2013-01-05",114.81,"oc100",5,1280.00,2480.00,38,41,2
20958,"CF0103-02","J","2013-01-05",114.77,"oc100",5,1440.00,2780.00,38,41,2
20959,"CF0103-03","J","2013-01-05",114.72,"oc100",5,1460.00,2000.00,38,41,2
20960,"CF0103-04","J","2013-01-05",114.83,"oc100",5,1450.00,2680.00,38,41,2
20961,"CF0104-01","J","2013-01-05",114.74,"oc100",5,900.00,2200.00,38,41,2
20962,"CF0104-02","J","2013-01-05",114.79,"oc100",5,1490.00,2850.00,38,41,2
20963,"CF0104-03","J","2013-01-05",114.78,"oc100",5,1400.00,2150.00,38,41,2
20964,"CF0104-04","J","2013-01-05",114.80,"oc100",5,1450.00,1600.00,38,41,2
20965,"CF0104-05","J","2013-01-05",114.89,"oc100",5,1450.00,2600.00,38,41,2
20966,"CF0103-05","J","2013-01-05",114.80,".oc100",5,1450.00,2750.00,38,41,2
20967,"CF0105-01","J","2013-01-07",106.26,"oc100",5,1370.00,2350.00,38,41,2
20968,"CF0105-02","J","2013-01-07",106.29,"oc100",5,1260.00,2450.00,38,41,2
20969,"CF0105-03","J","2013-01-07",106.31,"oc100",5,1450.00,2400.00,38,41,2
20970,"CF0105-04","J","2013-01-07",106.34,"oc100",5,850.00,2100.00,38,41,2
20971,"CF0105-05","J","2013-01-07",106.32,"oc100",5,1200.00,2450.00,38,41,2
20972,"CF0105-06","J","2013-01-07",106.32,"oc100",5,1300.00,2500.00,38,41,2
20973,"CF0105-07","J","2013-01-07",106.43,"oc100",5,1300.00,2450.00,38,41,2
20974,"CF0107-01","J","2013-01-08",106.32,"oc100",5,1500.00,2250.00,38,41,2
20975,"CF0107-02","J","2013-01-08",106.29,"oc100",5,1330.00,2370.00,38,41,2
20976,"CF0107-03","J","2013-01-08",106.30,"oc100",5,1400.00,2630.00,38,41,2
20977,"CF0107-04","J","2013-01-08",106.31,"oc100",5,1400.00,2680.00,38,41,2
20978,"CF0107-05","J","2013-01-08",143.53,"oc100",5,1190.00,2680.00,38,41,2
20979,"CF0107-06","J","2013-01-08",106.29,"oc100",5,1370.00,2500.00,38,41,2
20980,"CF0107-07","J","2013-01-08",106.31,"oc100",5,1030.00,1480.00,38,41,2
20981,"CF0108-01","J","2013-01-09",106.24,"oc100",5,1100.00,2400.00,38,41,2
20982,"CF0108-02","J","2013-01-09",114.72,"oc100",5,1210.00,1600.00,38,41,2
20983,"CF0108-03","J","2013-01-09",106.30,"oc100",5,1340.00,2500.00,38,41,2
20984,"CF0108-04","J","2013-01-09",106.29,"oc100",5,1000.00,1200.00,38,41,2
20985,"CF0108-05","J","2013-01-09",106.30,"oc100",5,1200.00,2600.00,38,41,2
20986,"CF0108-06","J","2013-01-09",106.30,"oc100",5,1350.00,2500.00,38,41,2
20987,"CF0108-07","J","2013-01-09",106.34,"oc100",5,1250.00,2600.00,38,41,2
20988,"CF0108-08","J","2013-01-09",114.84,"oc100",5,1050.00,2750.00,38,41,2
20989,"CF0108-09","J","2013-01-09",106.29,"oc100",5,1320.00,2600.00,38,41,2
20990,"CF0108-10","J","2013-01-09",106.28,"oc100",5,1400.00,2450.00,38,41,2
20991,"CF0108-11","J","2013-01-09",106.29,"oc100",5,900.00,2300.00,38,41,2
20992,"CF0108-12","J","2013-01-09",106.25,"oc100",5,1100.00,1600.00,38,41,2
20993,"CF0108-13","J","2013-01-09",106.29,"oc100",5,1160.00,1490.00,38,41,2
20994,"CF0108-14","J","2013-01-09",106.28,"oc100",5,950.00,2650.00,38,41,2
20995,"CF0108-15","J","2013-01-09",106.32,"oc100",5,1200.00,1400.00,38,41,2
20996,"CF0108-16","J","2013-01-09",106.24,"oc100",5,1350.00,2700.00,38,41,2
20997,"CF0114-01","J","2013-01-16",106.27,"oc100",5,1350.00,2450.00,38,41,2
20998,"CF0114-02","J","2013-01-16",106.38,"oc100",5,1400.00,2000.00,38,41,2
20999,"CF0114-03","J","2013-01-16",106.27,"oc100",5,1510.00,2450.00,38,41,2
21000,"CF0114-04","J","2013-01-16",106.26,"oc100",5,1500.00,2650.00,38,41,2
21001,"CF0114-05","J","2013-01-16",42.53,"国内ITO膜片",5,0.01,0.01,38,41,2
21002,"CF0114-06","J","2013-01-16",134.79,"oc100",5,720.00,2700.00,38,41,2
21003,"CF0114-07","J","2013-01-16",134.82,"oc100",5,1500.00,2900.00,38,41,2
21004,"CF0114-08","J","2013-01-16",106.33,"oc100",5,1050.00,2500.00,38,41,2
21005,"CF0115-01","J","2013-01-17",127.49,"oc100",5,1530.00,2100.00,40,41,2
21006,"CF0115-02","J","2013-01-17",127.49,"oc100",5,1500.00,1520.00,40,41,2
21007,"CF0115-03","J","2013-01-17",127.54,"oc100",5,970.00,2200.00,40,41,2
21008,"CF0115-04","J","2013-01-17",127.50,"oc100",5,1500.00,2300.00,40,41,2
21009,"CF0115-05","J","2013-01-17",127.48,"oc100",5,1300.00,3000.00,40,41,2
21010,"CF0115-06","J","2013-01-17",127.50,"oc100",5,700.00,3050.00,40,41,2
21011,"CF0115-07","J","2013-01-17",127.50,"oc100",5,1500.00,1650.00,40,41,2
21012,"CF0115-08","J","2013-01-17",127.54,"oc100",5,1240.00,2950.00,40,41,2
21013,"CF0115-09","J","2013-01-17",127.54,"oc100",5,1500.00,2600.00,40,41,2
21014,"CF0115-10","J","2013-01-17",134.77,"oc100",5,1500.00,3250.00,40,41,2
21015,"CF0116-01","J","2013-01-17",127.55,"oc100",5,1240.00,2800.00,38,34,2
21016,"CF0116-02","J","2013-01-17",127.46,"oc100",5,1460.00,2900.00,38,34,2
21017,"CF0116-03","J","2013-01-17",127.59,"oc100",5,1100.00,1500.00,38,34,2
21018,"CF0116-04","J","2013-01-17",135.03,"oc100",5,1300.00,3300.00,38,34,2
21019,"CF0116-05","J","2013-01-17",127.52,"oc100",5,1500.00,3100.00,38,34,2
21020,"CF0117-01","J","2013-01-18",134.81,"oc100",5,1500.00,3000.00,38,41,2
21021,"CF0117-02","J","2013-01-18",134.84,"oc100",5,1500.00,3100.00,38,41,2
21022,"CF0117-03","J","2013-01-18",102.05,"oc100",5,1150.00,2600.00,38,41,2
21023,"CF0117-04","J","2013-01-18",102.03,"oc100",5,800.00,3280.00,38,41,2
21024,"CF0118-01","J","2013-01-18",102.01,"oc100",5,1150.00,2400.00,38,41,2
21025,"CF0118-02","J","2013-01-21",101.97,"ooc100",5,920.00,2090.00,38,41,2
21026,"CF0121-01","J","2013-01-22",106.24,"oc100",5,1450.00,2080.00,38,41,2
21027,"CF0121-02","J","2013-01-22",106.37,"oc100",5,1500.00,2000.00,38,41,2
21028,"CF0121-03","J","2013-01-22",106.27,"oc100",5,1520.00,1870.00,38,41,2
21029,"CF0121-04","J","2013-01-22",106.31,"oc100",5,1370.00,2380.00,38,41,2
21030,"CF0121-05","J","2013-01-22",106.34,"oc100",5,1480.00,2300.00,38,41,2
21031,"CF0121-06","J","2013-01-22",106.25,"oc100",5,1520.00,2340.00,38,41,2
21032,"CF0121-07","J","2013-01-22",134.81,"oc100",5,1500.00,3200.00,38,41,2
21033,"CF0121-08","J","2013-01-22",106.30,"oc100",5,1080.00,2500.00,38,41,2
21034,"CF0121-09","J","2013-01-22",85.02,"oc100",5,1400.00,2000.00,38,41,2
21035,"CF0121-10","J","2013-01-22",106.28,"oc100",5,1480.00,2500.00,38,41,2
21036,"CF0121-11","J","2013-01-22",106.26,"oc100",5,1480.00,2650.00,38,41,2
21037,"CF0121-12","J","2013-01-22",114.81,"oc100",5,1520.00,1700.00,38,41,2
21038,"CF0121-13","J","2013-01-22",114.77,"oc100",5,1500.00,2500.00,38,41,2
21039,"CF0121-14","J","2013-01-22",114.85,"oc100",5,1500.00,2700.00,38,41,2
21040,"CF0121-15","J","2013-01-22",115.04,"oc100",5,1060.00,2800.00,38,41,2
21041,"CF0122-01","HA","2013-01-23",127.47,"oc200",5,1340.00,1390.00,40,41,2
21042,"CF0122-02","HA","2013-01-23",159.37,"oc200",5,1600.00,2500.00,40,41,2
21043,"CF0122-03","HA","2013-01-23",159.44,"oc200",5,1300.00,2600.00,40,41,2
21044,"CF0122-04","HA","2013-01-23",159.44,"oc200",5,0.01,0.01,38,41,2
21045,"CF0122-05","HA","2013-01-23",163.44,"oc200",5,1660.00,2380.00,38,41,2
21046,"CF0123-01","HA","2013-01-25",163.44,"OC200",5,1680.00,2800.00,40,41,2
21047,"CF0123-02","HA","2013-01-25",163.48,"OC200",5,1750.00,3000.00,40,41,2
21048,"CF0123-03","HA","2013-01-25",163.44,"OC200",5,1700.00,2950.00,40,41,2
21049,"CF0124-01","HA","2013-01-25",17.71,"OC200",5,1.0e-03,1.0e-03,40,41,2
21050,"CF0124-02","HA","2013-01-25",163.43,"OC200",5,1660.00,2680.00,40,41,2
21051,"CF0124-03","HA","2013-01-25",163.49,"OC200",5,1850.00,3200.00,40,41,2
21052,"CF0124-04","HA","2013-01-25",163.53,"OC200",5,1600.00,2900.00,38,41,2
21053,"CF0124-05","HA","2013-01-25",163.47,"OC200",5,1480.00,2780.00,38,41,2
21054,"CF0124-06","HA","2013-01-25",163.41,"OC200",5,1130.00,2960.00,38,41,2
21055,"CF0124-07","HA","2013-01-25",163.52,"OC200",5,1660.00,3250.00,38,41,2
21056,"CF0125-01","HA","2013-01-28",163.42,"oc200",5,1600.00,2900.00,40,34,2
21057,"CF0125-02","HA","2013-01-28",163.49,"oc200",5,1200.00,3200.00,40,34,2
21058,"CF0125-03","HA","2013-01-28",163.43,"oc200",5,1430.00,3130.00,40,34,2
21059,"CF0128-01","HA","2013-01-29",163.45,"oc200",5,1770.00,3070.00,40,41,2
21060,"CF0128-02","HA","2013-01-29",163.53,"oc200",5,1600.00,2800.00,40,41,2
21061,"CF0128-03","HA","2013-01-29",163.47,"oc200",5,1860.00,3170.00,40,41,2
21062,"CF0128-04","HA","2013-01-29",163.60,"oc100",5,1600.00,2800.00,40,41,2
21063,"CF0128-05","HA","2013-01-29",163.47,"oc200",5,1430.00,2800.00,40,41,2
21064,"CF0128-06","HA","2013-01-29",163.44,"oc200",5,1300.00,2350.00,40,41,2
21065,"CF0128-07","HA","2013-01-29",163.45,"oc200",5,1450.00,3300.00,40,41,2
21066,"CF0128-08","HA","2013-01-29",163.44,"oc200",5,1300.00,2900.00,40,41,2
21067,"CF0128-09","HA","2013-01-29",163.45,"oc200",5,1500.00,1750.00,40,41,2
21068,"CF0128-10","J","2013-01-29",114.81,"oc200",5,1450.00,1900.00,40,41,2
21069,"CF0129-01","J","2013-01-30",127.65,"oc100",5,1330.00,2750.00,40,41,2
21070,"CF0129-02","J","2013-01-30",127.48,"oc100",5,1100.00,2760.00,40,41,2
21071,"CF0129-03","J","2013-01-30",127.52,"oc100",5,1040.00,2030.00,40,41,2
21072,"CF0129-04","J","2013-01-30",127.52,"oc100",5,1500.00,2500.00,40,41,2
21073,"CF0129-05","J","2013-01-30",127.48,"oc100",5,1500.00,2850.00,40,41,2
21074,"CF0129-06","J","2013-01-30",127.52,"oc100",5,1520.00,2880.00,40,41,2
21075,"CF0129-07","J","2013-01-30",127.48,"oc100",5,1340.00,2800.00,40,41,2
21076,"CF0129-08","J","2013-01-30",127.49,"oc100",5,1050.00,3050.00,40,41,2
21077,"CF0129-09","J","2013-01-30",127.55,"oc100",5,1500.00,2900.00,40,41,2
21078,"CF0130-01","J","2013-01-31",127.48,"oc100",5,1530.00,2400.00,38,41,2
21079,"CF0130-02","J","2013-01-31",127.54,"oc100",5,1500.00,2600.00,38,41,2
21080,"CF0130-03","J","2013-01-31",134.81,"oc100",5,1200.00,2740.00,38,41,2
21081,"CF0130-04","J","2013-01-31",127.46,"oc100",5,1530.00,2260.00,38,41,2
21082,"CF0130-05","J","2013-01-31",127.52,"oc100",5,1520.00,1850.00,38,41,2
21083,"CF0130-06","J","2013-01-31",134.89,"oc100",5,870.00,3260.00,38,41,2
21084,"CF0130-07","J","2013-01-31",127.52,"oc100",5,1500.00,2450.00,38,41,2
21085,"CF0130-08","HA","2013-01-31",163.47,"oc200",5,1750.00,3050.00,38,41,2
21086,"CF0130-09","HA","2013-01-31",163.42,"oc200",5,1600.00,2950.00,38,41,2
21087,"CF0131-01","HA","2013-02-01",127.58,"oc100",5,1870.00,2200.00,38,41,2
21088,"CF0131-02","HA","2013-02-01",163.43,"oc200",5,1850.00,3150.00,38,41,2
21089,"CF0131-03","J","2013-02-01",163.46,"oc200",5,1500.00,2350.00,38,41,2
21090,"CF0201-01","J","2013-02-04",134.81,"OC100",5,1300.00,3000.00,38,41,2
21091,"CF0201-02","J","2013-02-04",127.55,"OC100",5,1160.00,1700.00,38,41,2
21092,"CF0201-03","J","2013-02-04",127.53,"OC100",5,1520.00,2520.00,38,41,2
21093,"CF0201-04","J","2013-02-04",135.17,"OC100",5,1380.00,2700.00,38,41,2
21094,"CF0201-05","J","2013-02-04",134.89,"OC100",5,1520.00,3300.00,38,41,2
21095,"CF0201-06","J","2013-02-04",134.85,"OC100",5,1520.00,2800.00,38,41,2
21096,"CF0201-07","J","2013-02-04",134.91,"OC100",5,1500.00,2600.00,38,41,2
21097,"CF0201-08","J","2013-02-04",134.83,"OC100",5,1160.00,2200.00,38,41,2
21098,"CF0205-01","J","2013-02-04",134.76,"OC100",5,1350.00,3100.00,38,41,2
21099,"CF0205-02","J","2013-02-06",134.77,"OC100",5,1450.00,2160.00,38,41,2
21100,"CF0205-03","J","2013-02-06",134.87,"OC100",5,1300.00,3260.00,38,41,2
21101,"CF0205-04","J","2013-02-06",134.85,"OC100",5,1300.00,3250.00,38,41,2
21102,"CF0205-05","J","2013-02-06",134.88,"OC100",5,1500.00,3200.00,38,41,2
21103,"CF0205-06","J","2013-02-06",134.85,"OC100",5,1480.00,2850.00,38,41,2
21104,"CF0205-07","J","2013-02-06",134.81,"OC100",5,1500.00,3100.00,38,41,2
21105,"CF0205-08","J","2013-02-06",134.80,"OC100",5,1420.00,2900.00,38,41,2
21106,"CF0208-09","J","2013-02-06",134.82,"OC100",5,,,38,41,2
21107,"CF0206-01","J","2013-02-07",127.51,"OC100",5,1350.00,2350.00,40,41,2
21108,"CF0206-02","J","2013-02-07",127.45,"OC100",5,1200.00,2200.00,40,41,2
21109,"CF0206-03","J","2013-02-07",124.53,"OC100",5,1500.00,1850.00,40,41,2
21110,"CF0206-04","J","2013-02-07",127.54,"OC100",5,1240.00,2600.00,40,41,2
21111,"CF0206-05","J","2013-02-07",127.47,"OC100",5,900.00,1500.00,40,41,2
21112,"CF0206-06","J","2013-02-07",127.54,"OC100",5,1300.00,3000.00,40,41,2
21113,"CF0206-07","J","2013-02-07",134.85,"OC100",5,1380.00,3200.00,40,41,2
21114,"CF0205-09","J","2013-02-07",134.82,"OC100",5,1400.00,3050.00,38,41,2
21115,"CF0216-01","J","2013-02-17",134.80,"oc100",5,0.01,0.01,38,41,2
21116,"CF0216-02","J","2013-02-17",134.84,"oc100",5,1050.00,1900.00,38,41,2
21117,"CF0216-03","J","2013-02-17",134.88,"oc100",5,0.01,0.01,38,41,2
21118,"CF0217-01","J","2013-02-18",134.80,"oc100",5,,,38,41,2
21119,"CF0217-02","J","2013-02-18",134.85,"oc100",5,0.01,0.01,38,41,2
21120,"CF0217-03","J","2013-02-18",134.82,"oc100",5,1050.00,2500.00,38,41,2
21121,"CF0217-04","J","2013-02-18",134.82,"oc100",5,1450.00,2900.00,38,41,2
21122,"CF0218-01","J","2013-02-19",134.76,"oc100",5,1520.00,2330.00,38,41,2
21123,"CF0218-02","J","2013-02-19",134.84,"oc100",5,1100.00,1500.00,38,41,2
21124,"CF0218-03","J","2013-02-19",134.79,"oc100",5,1500.00,1500.00,38,41,2
21125,"CF0218-04","J","2013-02-19",134.84,"oc100",5,1450.00,1650.00,38,41,2
21126,"CF0218-05","J","2013-02-19",134.80,"oc100",5,1050.00,1500.00,38,41,2
21127,"CF0218-06","J","2013-02-19",134.90,"oc100",5,0.01,0.01,38,41,2
21128,"CF0219-01","J","2013-02-20",134.79,"OC100",5,960.00,3050.00,40,41,2
21129,"CF0219-02","J","2013-02-20",134.80,"OC100",5,1510.00,3250.00,40,41,2
21130,"CF0219-03","J","2013-02-20",134.84,"OC100",5,1400.00,3250.00,40,41,2
21131,"CF0219-04","J","2013-02-20",127.55,"OC100",5,1000.00,3070.00,40,41,2
21132,"CF0219-05","J","2013-02-20",134.78,"OC100",5,1430.00,3100.00,40,41,2
21133,"CF0220-01","J","2013-02-21",134.87,"oc100",5,1500.00,2800.00,38,41,2
21134,"CF0220-02","J","2013-02-21",134.84,"oc100",5,1500.00,3130.00,38,41,2
21135,"CF0220-03","J","2013-02-21",134.84,"oc100",5,1300.00,2200.00,38,41,2
21136,"CF0220-04","J","2013-02-21",134.79,"oc100",5,1350.00,3000.00,38,41,2
21137,"CF0221-01","J","2013-02-22",134.81,"oc100",5,1480.00,3200.00,40,41,2
21138,"CF0221-02","J","2013-02-22",134.84,"oc100",5,1200.00,1700.00,40,41,2
21139,"CF0221-03","J","2013-02-22",134.79,"oc100",5,1500.00,3200.00,40,41,2
21140,"CF0221-04","J","2013-02-22",134.87,"oc100",5,1500.00,3300.00,40,41,2
21141,"CF0221-05","J","2013-02-22",134.79,"oc100",5,1480.00,2500.00,40,41,2
21142,"CF0221-06","J","2013-02-22",134.80,"oc100",5,1430.00,3260.00,40,41,2
21143,"CF0222-01","J","2013-02-25",134.81,"oc100",5,1250.00,3100.00,38,41,2
21144,"CF0222-02","J","2013-02-25",134.89,"oc100",5,1170.00,3070.00,38,41,2
21145,"CF0222-03","J","2013-02-25",134.88,"oc100",5,1320.00,2780.00,38,41,2
21146,"CF0222-04","J","2013-02-25",106.31,"oc100",5,1460.00,2180.00,38,41,2
21147,"CF0222-05","J","2013-02-25",134.88,"oc100",5,770.00,1700.00,38,41,2
21148,"CF0222-06","J","2013-02-25",85.04,"oc100",5,1430.00,2140.00,38,41,2
21149,"CF0225-01","J","2013-02-26",134.86,"oc100",5,1330.00,3100.00,38,41,2
21150,"CF0225-02","J","2013-02-26",42.64,"国内ITO",5,0.01,0.01,38,41,2
21151,"CF0226-01","J","2013-02-27",134.79,"OC100",5,1200.00,3000.00,38,41,2
21152,"CF0226-02","J","2013-02-27",134.79,"OC100",5,900.00,3300.00,38,41,2
21153,"CF0226-03","J","2013-02-27",134.86,"OC100",5,1230.00,3300.00,38,41,2
21154,"CF0226-04","J","2013-02-27",127.48,"OC100",5,1500.00,2900.00,38,41,2
21155,"CF0227-01","N","2013-03-01",134.90,"oc100",5,1380.00,3080.00,40,41,2
21156,"CF0227-02","N","2013-03-01",128.53,"oc100",5,1350.00,3200.00,40,41,2
21157,"CF0227-03","J","2013-03-01",134.86,"oc100",5,1450.00,3000.00,40,41,2
21158,"CF0227-04","J","2013-03-01",143.46,"oc100",5,1350.00,1500.00,40,41,2
21159,"CF0227-05","N","2013-03-01",136.19,"oc100",5,750.00,1450.00,40,41,2
21160,"CF0227-06","N","2013-03-01",135.86,"oc100",5,1380.00,1770.00,40,41,2
21161,"CF0227-07","N","2013-03-01",135.91,"oc100",5,1450.00,3340.00,40,41,2
21162,"CF0228-01","N","2013-03-01",135.91,"oc100",5,1480.00,3250.00,38,41,2
21163,"CF0228-02","N","2013-03-01",136.00,"oc100",5,1100.00,3000.00,38,41,2
21164,"CF0228-03","J","2013-03-01",134.83,"oc100",5,1470.00,2450.00,38,41,2
21165,"CF0301-01","J","2013-03-04",134.80,"oc100",5,1000.00,2100.00,40,41,2
21166,"CF0301-02","J","2013-03-04",134.83,"oc100",5,1270.00,3300.00,40,41,2
21167,"CF0301-03","J","2013-03-04",134.78,"oc100",5,1400.00,2000.00,40,41,2
21168,"CF0301-04","J","2013-03-04",134.94,"oc100",5,1420.00,3250.00,40,41,2
21169,"CF0304-01","N","2013-03-05",135.84,"oc100",5,1440.00,2900.00,38,41,2
21170,"CF0304-02","N","2013-03-05",128.56,"oc100",5,950.00,2650.00,38,41,2
21171,"CF0304-03","N","2013-03-05",135.93,"oc100",5,1380.00,3350.00,40,41,2
21172,"CF0304-04","N","2013-03-05",135.97,"oc100",5,1250.00,3300.00,40,41,2
21173,"CF0304-05","N","2013-03-05",135.95,"oc100",5,750.00,3300.00,40,41,2
21174,"CF0305-01","HN","2013-03-06",178.28,"OC200",5,1730.00,3400.00,38,41,2
21175,"CF0305-02","HN","2013-03-06",178.30,"OC200",5,1850.00,3030.00,38,41,2
21176,"CF0305-03","HN","2013-03-06",178.32,"OC200",5,1580.00,3370.00,38,41,2
21177,"CF0306-01","HN","2013-03-07",142.73,"oc200",5,1750.00,1820.00,38,41,2
21178,"CF0306-02","HN","2013-03-07",142.64,"oc200",5,1750.00,2550.00,38,41,2
21179,"CF0307-01","HN","2013-03-11",142.68,"oc200",5,1800.00,1870.00,38,41,2
21180,"CF0307-02","HN","2013-03-11",142.75,"oc200",5,500.00,2800.00,38,41,2
21181,"CF0307-03","HN","2013-03-11",142.57,"oc200",5,1500.00,2500.00,38,41,2
21182,"CF0307-04","HN","2013-03-11",142.61,"oc200",5,1300.00,1800.00,38,41,2
21183,"CF0308-01","HN","2013-03-11",152.91,"oc200",5,1850.00,2750.00,38,41,2
21184,"CF0308-02","HN","2013-03-11",152.90,"oc200",5,1650.00,3000.00,38,41,2
21185,"CF0308-03","N","2013-03-11",72.90,"oc200",5,500.00,1000.00,38,41,2
21186,"CF0311-01","HN","2013-03-11",153.09,"oc200",5,1800.00,2850.00,38,41,2
21187,"CF0311-02","HN","2013-03-13",152.95,"oc200",5,1500.00,3000.00,38,41,2
21188,"CF0312-01","HN","2013-03-14",152.95,"oc200",5,1700.00,2750.00,38,41,2
21189,"CF0312-02","HN","2013-03-14",152.99,"oc200",5,1700.00,3000.00,38,41,2
21190,"CF0312-03","HN","2013-03-14",152.92,"oc200",5,1800.00,1850.00,38,41,2
21191,"CF0313-01","N","2013-03-14",135.86,"oc100",5,1450.00,3250.00,38,41,2
21192,"CF0313-02","N","2013-03-14",135.85,"oc100",5,1200.00,3200.00,38,41,2
21193,"CF0313-03","N","2013-03-14",135.91,"oc100",5,1500.00,3250.00,38,41,2
21194,"CF0313-04","N","2013-03-14",135.87,"oc100",5,1500.00,3250.00,38,41,2
21195,"CF0313-05","N","2013-03-14",135.88,"oc100",5,1300.00,3400.00,38,41,2
21196,"CF0313-06","N","2013-03-14",128.49,"oc100",5,1420.00,3200.00,38,41,2
21197,"CF0313-07","N","2013-03-14",135.98,"oc100",5,1100.00,2900.00,38,41,2
21198,"CF0313-08","N","2013-03-14",128.50,"oc100",5,1400.00,3000.00,38,41,2
21199,"CF0313-09","N","2013-03-14",128.54,"oc100",5,1420.00,2700.00,38,41,2
21200,"CF0313-10","N","2013-03-14",128.52,"oc100",5,1440.00,3100.00,38,41,2
21201,"CF0313-11","N","2013-03-14",128.48,"oc100",5,1000.00,3100.00,38,41,2
21202,"CF0313-12","N","2013-03-14",128.57,"oc100",5,1520.00,2800.00,38,41,2
21203,"CF0313-13","N","2013-03-14",128.52,"oc100",5,1520.00,3000.00,40,41,2
21204,"CF0313-14","N","2013-03-14",128.51,"oc100",5,1090.00,2500.00,40,41,2
21205,"CF0313-15","N","2013-03-14",128.51,"oc100",5,1500.00,2600.00,40,41,2
21206,"CF0313-16","N","2013-03-14",128.48,"oc100",5,1050.00,3050.00,40,41,2
21207,"CF0311-03","HN","2013-03-14",152.93,"oc200",5,1200.00,2500.00,38,41,2
21208,"CF0314-01","N","2013-03-15",128.56,"oc100",5,950.00,3000.00,38,41,2
21209,"CF0314-02","N","2013-03-15",128.50,"oc100",5,1200.00,2600.00,38,41,2
21210,"CF0314-03","N","2013-03-15",128.53,"oc100",5,1510.00,3180.00,38,41,2
21211,"CF0314-04","N","2013-03-15",128.46,"oc100",5,700.00,3000.00,38,41,2
21212,"CF0314-05","N","2013-03-15",128.48,"oc100",5,1200.00,3100.00,38,41,2
21213,"CF0314-06","N","2013-03-15",128.47,"oc100",5,600.00,3050.00,38,41,2
21214,"CF0314-07","N","2013-03-15",128.45,"oc100",5,1200.00,2700.00,38,41,2
21215,"CF0314-08","N","2013-03-15",128.49,"oc100",5,1450.00,1500.00,38,41,2
21216,"CF0314-09","N","2013-03-15",128.54,"oc100",5,1200.00,3070.00,38,41,2
21217,"CF0314-10","N","2013-03-15",128.47,"oc100",5,1400.00,2800.00,38,41,2
21218,"CF0314-11","N","2013-03-15",128.55,"oc100",5,1450.00,3100.00,38,41,2
21219,"CF0314-12","N","2013-03-15",128.55,"oc100",5,1300.00,3050.00,38,41,2
21220,"CF0314-13","N","2013-03-15",128.52,"oc100",5,1450.00,2600.00,38,41,2
21221,"CF0314-14","N","2013-03-15",128.55,"oc100",5,1450.00,2600.00,38,41,2
21222,"CF0314-15","N","2013-03-15",128.48,"oc100",5,740.00,3000.00,38,41,2
21223,"CF0314-16","N","2013-03-15",128.53,"oc100",5,,,38,41,2
21224,"CF0314-17","N","2013-03-15",128.56,"oc100",5,1400.00,3250.00,38,41,2
21225,"CF0314-18","N","2013-03-15",128.57,"oc100",5,1280.00,2450.00,38,41,2
21226,"CF0315-01","N","2013-03-16",128.53,"oc100",5,1420.00,2670.00,38,41,2
21227,"CF0315-02","N","2013-03-16",128.48,"oc100",5,1420.00,2600.00,38,41,2
21228,"CF0315-03","N","2013-03-16",128.53,"oc100",5,1400.00,3100.00,38,41,2
21229,"CF0315-04","N","2013-03-16",128.57,"oc100",5,1100.00,3000.00,38,41,2
21230,"CF0315-05","N","2013-03-16",128.55,"oc100",5,1400.00,2100.00,38,41,2
21231,"CF0315-06","N","2013-03-16",128.50,"oc100",5,1250.00,3040.00,38,41,2
21232,"CF0315-07","N","2013-03-16",128.48,"oc100",5,1200.00,3000.00,38,41,2
21233,"CF0315-08","N","2013-03-16",128.52,"oc100",5,1300.00,3130.00,38,41,2
21234,"CF0316-01","N","2013-03-17",128.48,"oc100",5,1340.00,2750.00,40,41,2
21235,"CF0316-02","N","2013-03-17",128.52,"oc100",5,1200.00,3060.00,40,41,2
21236,"CF0316-03","N","2013-03-17",128.50,"oc100",5,1250.00,3120.00,40,41,2
21237,"CF0316-04","N","2013-03-17",128.53,"oc100",5,1520.00,3000.00,40,41,2
21238,"CF0316-05","N","2013-03-17",128.56,"oc100",5,1500.00,2600.00,40,41,2
21239,"CF0316-06","N","2013-03-17",128.50,"oc100",5,1500.00,3100.00,40,41,2
21240,"CF0316-07","N","2013-03-17",128.55,"oc100",5,1480.00,3000.00,40,41,2
21241,"CF0316-08","N","2013-03-17",128.47,"oc100",5,1000.00,2070.00,40,41,2
21242,"CF0316-09","N","2013-03-17",135.89,"oc100",5,1120.00,3400.00,40,41,2
21243,"CF0316-10","N","2013-03-17",128.48,"oc100",5,1350.00,2530.00,40,41,2
21244,"CF0316-11","N","2013-03-17",128.56,"oc100",5,1500.00,2550.00,40,41,2
